,IATA,ICAO,Airline,Call sign,Country/Region,Comments
3368,2S,SDY,Island Express,SANDY ISLE,United States,
3369,,MTP,Island Helicopters,METROCOPTER,United States,
3370,,ILC,ILAS Air,,Japan,
3371,,IAJ,Islandair Jersey,JARLAND,United Kingdom,
3372,CN,,Islands Nationair,,Papua New Guinea,
3373,,ICB,Icebird Airline,ICEBIRD,Iceland,
3374,IF,ISW,Islas Airways,PINTADERA,Spain,
3375,,IGS,Isle Grande Flying School,ISLA GRANDE,United States,
3376,WC,ISV,Islena De Inversiones,,Honduras,
3377,,IOS,Isles of Scilly Skybus,SCILLONIA,United Kingdom,
3378,,IAI,Israel Aircraft Industries,ISRAEL AIRCRAFT,Israel,
3379,,IAF,Israeli Air Force,,Israel,
3380,6H,ISR,Israir,ISRAIR,Israel,
3381,,IST,Istanbul Airlines,ISTANBUL,Turkey,
3382,AZ,ITY,ITA Airways,ITARROW,Italy,
3383,FS,ACL,Itali Airlines,SPADA,Italy,Former name: Transporti Aerei Italiani; former IATA Code: 9X*; former ICAO code: ACO
3384,,IFS,Italy First,RIVIERA,Italy,
3385,GI,IKA,Itek Air,ITEK-AIR,Kyrgyzstan,?ICAO confirmed; IATA not
3386,,IVS,Ivoire Aero Services,IVOIRE AERO,Ivory Coast,
3387,,IVW,Ivoire Airways,IVOIRAIRWAYS,Ivory Coast,
3388,,IJE,Ivoire Jet Express,IVOIRE JET,Ivory Coast,
3389,,OIC,Iwamoto Crane Co Ltd,,Japan,
3390,,IXR,Ixair,X-BIRD,France,
3391,H9,IZM,Izair,IZMIR,Turkey,
3392,,IZA,Izhavia,IZHAVIA,Russia,
3393,,JTN,,JET TEST,United States,
3394,,JGJ,Jinggong Jet,GLOBAL JINGGONG,China,2014[34]
3395,,JNY,Journey Aviation,UNIJET-ROCKBAND,United States,2014[34]
3396,,JKR,Justice Air Charter,JOKER,United States,"Trading name for Reliant Aviation, allocated in 2014[35]"
3397,,JWD,Jayawijaya Dirgantara,,Indonesia,
3398,,JCB,J C Bamford (Excavators),JAYSEEBEE,United Kingdom,
3399,,RFX,J P Hunt Air Carriers,REFLEX,United States,J P Hunt Air Carriers
3400,XM,,J-Air,J AIR,Japan,
3401,JC,JEX,JAL Express,JANEX,Japan,
3402,JO,JAZ,JALways,JALWAYS,Japan,
3403,,JDA,JDAviation,JAY DEE,United Kingdom,
3404,,JDP,JDP Lux,RED PELICAN,Luxembourg,
3405,,JHM,JHM Cargo Expreso,,Costa Rica,
3406,,TQM,JM Family Aviation,TACOMA,United States,
3407,MT,JMC,JMC Airlines,JAYEMMSEE,United Kingdom,
3408,1M,,JSC Transport Automated Information Systems,,Russia,
3409,,JSJ,JS Air,JS CHARTER,Pakistan,
3410,,JES,JS Aviation,JAY-ESS AVIATION,Mexico,
3411,,JCK,Jackson Air Services,JACKSON,Canada,
3412,JI,JAE,Jade Cargo International,JADE CARGO,China,
3413,,JAW,Jamahiriya Airways,JAW,Libya,
3414,,JMB,Jambo Africa Airlines,JAMBOAFRICA,Democratic Republic of Congo,
3415,,WWW,Janet,JANET,United States,de facto name
3416,,FJX,Jet Sky Cargo and Air Charter,,Kenya,
3417,,JAK,Jana-Arka,YANZAR,Kazakhstan,
3418,,JAX,Janair,JANAIR,United States,
3419,3X,JAC,Japan Air Commuter,COMMUTER,Japan,
3420,,JSV,Japan Aircraft Service,,Japan,
3421,JL,JAL,Japan Airlines,JAPANAIR,Japan,Japan Airlines International
3422,JL,JAL,Japan Airlines Domestic,J-BIRD,Japan,defunct
3423,EG,JAA,Japan Asia Airways,ASIA,Japan,defunct
3424,NU,JTA,Japan Transocean Air,JAI OCEAN,Japan,
3425,JA,JAT,JetSMART,ROCKSMART,Chile,
3426,VJ,JTY,Jatayu Airlines,JATAYU,Indonesia,
3427,J9,JZR,Jazeera Airways,JAZEERA,Kuwait,
3428,7C,JJA,Jeju Air,JEJU AIR,Republic of Korea,
3429,,JNY,Jenney Beechcraft,JENAIR,United States,
3430,,XLD,Jeppesen Data Plan,,United States,
3431,,JPN,Jeppesen UK,JETPLAN,United Kingdom,
3432,O2,JEA,OLT Express,JETA,Poland,"defunct, funded by acquisition of Jet Air and YES Airways"
3433,,JSI,Jet Air Group,SISTEMA,Russia,JSC
3434,9W,JAI,Jet Airways,JET AIRWAYS,India,
3435,QJ,,Jet Airways,,United States,
3436,,JTX,Jet Aspen Air Lines,JET ASPEN,United States,
3437,PP,PJS,Jet Aviation,JETAVIATION,Switzerland,
3438,,BZF,Jet Aviation Business Jets,BIZFLEET,United States,
3439,,JAS,Jet Aviation Flight Services,JET SETTER,United States,
3440,,JCF,Jet Center Flight Training,JET CENTER,Spain,
3441,,JCT,Jet Charter,JET CHARTER,United States,
3442,,JCX,Jet Connection,JET CONNECT,Germany,defunct
3443,,DWW,Jet Courier Service,DON JUAN,United States,
3444,,JED,Jet East International,JET EAST,United States,
3445,,JEI,Jet Executive International Charter,JET EXECUTIVE,Germany,
3446,,RZA,Jet Fighter Flights,RAZOR,Australia,
3447,,CFT,Jet Freighters,CASPER FREIGHT,United States,
3448,,JGD,Jet G&D Aviation,JET GEE-AND-DEE,Israel,
3449,,MJL,Jet Line International,MOLDJET,Moldova,
3450,,JEK,Jet Link,JET OPS,Israel,
3451,,HTL,Jet Linx Aviation,HEARTLAND,United States,
3452,,JTL,Jet Linx Aviation,JET LINX,United States,
3453,,JNR,Jet Norte,JET NORTE,Mexico,
3454,,JRN,Jet Rent,JET RENT,Mexico,
3455,,JDI,Jet Story,JEDI,Poland,Formerly: Jet Service
3456,3K,JSA,Jetstar Asia Airways,JETSTAR ASIA,Singapore,
3457,,JDI,Jet Story,JEDI,Poland,former Blue Jet
3458,,JSM,Jet Stream,JET STREAM,Moldova,
3459,,JTF,Jet Time,JETFIN,Finland,2014[34]
3460,,JTC,Jet Trans Aviation,JETRANS,Ghana,
3461,,JTT,Jet-2000,MOSCOW JET,Russia,
3462,,OPS,Jet-Ops,OPS-JET,United Arab Emirates,
3463,,JSH,Jet-stream,STREAM AIR,Hungary,
3464,LS,EXS,Jet2.com,CHANNEX,United Kingdom,
3465,,JFU,Jet4You,ARGAN,Morocco,
3466,,OSW,JetAfrica Eswatini,BEVO,Eswatini,
3467,B6,JBU,JetBlue Airways,JETBLUE,United States,
3468,,JMG,JetMagic,JET MAGIC,Ireland,Defunct
3469,,JMK,Jetmagic,,Malta,"Defunct, Not Many Flights"
3470,JF,JAA,Jet Asia Airways,JET ASIA,Thailand,
3471,,JAF,Jetairfly,BEAUTY,Belgium,
3472,,JTL,Jetall Holdings,FIREFLY,Canada,
3473,,JAG,Jetalliance,JETALLIANCE,Austria,
3474,0J,JCS,Jetclub,JETCLUB,Switzerland,
3475,,QNZ,Jetconnect,QANTAS JETCONNECT,New Zealand,
3476,,UEJ,Jetcorp,JETCORP,United States,(United Executive Jet)
3477,,JCC,Jetcraft Aviation,JETCRAFT,Australia,
3478,,JXA,Jetex Aviation,,Lebanon,
3479,,JEF,Jetflite,JETFLITE,Finland,
3480,,JFL,Jetfly Airlines,LINEFLYER,Austria,
3481,,JFA,Jetfly Aviation,MOSQUITO,Luxembourg,
3482,,JIC,Jetgo International,JIC-JET,Thailand,
3483,,JLX,Jetlink Express,KEN JET,Kenya,
3484,,JLH,Jetlink Holland,,Netherlands,"Defunct, ICAO code in use by another company"
3485,,JNL,JetNetherlands,JETNETHERLANDS,Netherlands,
3486,,JNV,Jetnova de Aviación Ejecutiva,JETNOVA,Spain,
3487,,JPO,Jetpro,JETPRO,Mexico,
3488,,MDJ,Jetran Air,JETRAN AIR,Romania,
3489,,JRI,Jetrider International,JETRIDER,United Kingdom,
3490,,JEJ,Jets Ejecutivos,MEXJETS,Mexico,
3491,,JEP,Jets Personales,JET PERSONALES,Spain,
3492,,JSE,Jets Y Servicios Ejecutivos,SERVIJETS,Mexico,
3493,SG,JGO,JetsGo,JETSGO,Canada,defunct
3494,JQ,JST,Jetstar,JETSTAR,Australia,
3495,GK,JJP,Jetstar Japan,ORANGE LINER,Japan,
3496,JM,JKT,Jetstar Hong Kong Airways,KAITAK,China,
3497,,JXT,Jetstream Executive Travel,VANNIN,United Kingdom,
3498,,RSP,JetSuite,REDSTRIPE,United States,
3499,,JPQ,Jett Paqueteria,JETT PAQUETERIA,Mexico,
3500,JX,JEC,Jett8 Airlines Cargo,TAIPAN,Singapore,defunct
3501,JO,JTG,Jettime,JETTIME,Denmark,
3502,,JTN,Jet Test Intl.,JET TEST,United States,
3503,,JWY,Jetways of Iowa,JETWAYS,United States,
3504,GX,JXX,JetX Airlines,JETBIRD,Iceland,
3505,,JIB,Jibair,JIBAIRLINE,Djibouti,
3506,,JSW,Jigsaw Project,JIGSAW,United Kingdom,Bristow Helicopters
3507,,HKN,Jim Hankins Air Service,HANKINS,United States,
3508,,RAS,Jim Ratliff Air Service,SHANHIL,United States,
3509,LJ,JNA,Jin Air,JIN AIR,South Korea,
3510,,JDG,Joanas Avialinijos,LADYBLUE,Lithuania,
3511,,JBR,Job Air,JOBAIR,Czech Republic,
3512,,JHN,Johnson Air,AIR JOHNSON,United States,
3513,,JON,Johnsons Air,JOHNSONSAIR,Ghana,
3514,,JMJ,Johnston Airways,JOHNSTON,United States,
3515,,JMM,Joint Military Commission,JOICOMAR,Sudan,
3516,,JMT,Jomartaxi Aereo,JOMARTAXI,Mexico,
3517,,ODI,"Jonsson, H Air Taxi",ODINN,Iceland,
3518,R5,JAV,Jordan Aviation,JORDAN AVIATION,Jordan,
3519,J4,JCI,Jordan International Air Cargo,,Jordan,
3520,,JVK,Jorvik,ISLANDIC,Iceland,
3521,,ENZ,Jota Aviation,ENZO,United Kingdom,
3522,,JNJ,Journey Jet,JOURNEY JET,Thailand,
3523,XE,JSX,JSX (airline),BIGSTRIPE,United States,
3524,,JUR,Ju-Air,JUNKERS,Switzerland,
3525,,JFS,Juanda Flying School,JAEMCO,Indonesia,
3526,,JUC,Juba Cargo Services & Aviation Company,JUBA CARGO,Sudan,
3527,6J,JUB,Jubba Airways,JUBBA,Somalia,
3528,,DKE,Jubilee Airways,DUKE,United Kingdom,
3529,HO,DKH,Juneyao Airlines,JUNEYAO AIRLINES,China,
3530,,JSY,Jung Sky,,Croatia,
3531,,MEY,Justair Scandinavia,MELODY,Sweden,
3532,,DOJ,Justice Prisoner and Alien Transportation System,JUSTICE,United States,
3533,,KSA,K S Avia,SKY CAMEL,Latvia,
3534,,KCR,Kolob Canyons Air Services,KOLOB,United States,
3535,KW,KHK,Kharkiv Airlines,SUNRAY,Ukraine,
3536,,KGZ,Kyrgyz Airlines,BERMET,Kyrgyzstan,
3537,,KDC,K D Air Corporation,KAY DEE,Canada,
3538,,KMI,K-Mile Air,KAY-MILE AIR,Thailand,
3539,KD,KLS,Kalstar Aviation,KALSTAR,Indonesia,
3540,KD,KNI,KD Avia,KALININGRAD AIR,Russia,
3541,WA,KLC,KLM Cityhopper,CITY,Netherlands,
3542,,KLH,KLM Helicopter,KLM HELI,Netherlands,
3543,KL,KLM,KLM,KLM,Netherlands,
3544,N2,QNK,Kabo Air,KABO,Nigeria,
3545,,KMC,Kahama Mining Corporation,KAHAMA,Tanzania,
3546,KI,KAI,KaiserAir,KAISER,United States,"Operates B737-500, B737-700, B737-800"
3547,K4,CKS,Kalitta Air,CONNIE,United States,"Operates B747-400's, B767-300ER's, B777F"
3548,K9,KFS,Kalitta Charters,KALITTA,United States,"Operates Lear 25s, 35s, 36s Falcon 20s, CL601"
3549,CB*,KII,Kalitta Charters II,DRAGSTER,United States,"Operates B727-200's, DC9-15 & 30, B737-400's"
3550,,KES,Kallat El Saker Air Company,KALLAT EL SKER,Libya,
3551,RQ,KMF,Kam Air,KAMGAR,Afghanistan,
3552,E2,KMP,Kampuchea Airlines,KAMPUCHEA,Cambodia,IATA was KT
3553,,KIZ,Kanaf-Arkia Airlines,,Israel,
3554,,KHE,Kanfey Ha'emek Aviation,KANFEY HAEMEK,Israel,
3555,,KSU,Kansas State University,K-STATE,United States,
3556,V2,AKT,Karat,AVIAKARAT,Russia,
3557,,KRB,Karibu Airways Company,KARIBU AIR,Tanzania,
3558,,KLG,Karlog Air Charter,KARLOG,Denmark,defunct
3559,,KAJ,Karthago Airlines,KARTHAGO,Tunisia,
3560,,KAE,Kartika Airlines,KARTIKA,Indonesia,
3561,,KTV,Kata Transportation,KATAVIA,Sudan,
3562,,KTK,Katekavia,KATEKAVIA,Russia,
3563,,KAT,Kato Airline,KATO-AIR,Norway,
3564,KV,MVD,Kavminvodyavia,AIR MINVODY,Russia,
3565,,XKA,Kavouras Inc,,United States,
3566,,KRN,Kaz Agros Avia,ANTOL,Kazakhstan,
3567,,KAW,Kaz Air West,KAZWEST,Kazakhstan,
3568,,KAO,Kazan Aviation Production Association,KAZAVAIA,Russia,
3569,,KPH,Kazan Helicopters,KAMA,Russia,
3570,,KKA,Kazavia,KAKAIR,Kazakhstan,
3571,KC,KZR,Air Astana,SPAKAZ,Kazakhstan,
3572,,KZS,Kazaviaspas,ASTANALINE,Kazakhstan,
3573,3Q,KCH,KC International Airlines,CAM AIR,Cambodia,
3574,,JFK,Keenair Charter -,KEENAIR,United Kingdom,
3575,,KLX,Kelix Air,KELIX,Nigeria,
3576,,FKL,Kelner Airways,KELNER,Canada,
3577,KW,KFA,Kelowna Flightcraft Air Charter,FLIGHTCRAFT,Canada,
3578,,KDA,Kendell Airlines,KENDELL,Australia,defunct
3579,M5,KEN,Kenmore Air,KENMORE,United States,
3580,,KBA,Kenn Borek Air,BOREK AIR,Canada,
3581,,KAH,Kent Aviation,DEKAIR,Canada,
3582,KQ,KQA,Kenya Airways,KENYA,Kenya,
3583,,KVS,Kevis,KEVIS,Kazakhstan,
3584,ZN,KEY,Key Airlines,KEY AIR,United States,
3585,KG,LYM,Key Lime Air,KEY LIME,United States,
3586,,FTP,Keystone Aerial Surveys,FOOTPRINT,United States,
3587,BZ,KEE,Keystone Air Service,KEYSTONE,Canada,
3588,K6,KZW,Khalifa Airways,KHALIFA AIR,Algeria,
3589,,WKH,Kharkov Aircraft Manufacturing Company,WEST-KHARKOV,Ukraine,
3590,,KHR,Khazar,KHAZAR,Turkmenistan,
3591,,KHP,Khoezestan Photros Air Lines,PHOTROS AIR,Iran,
3592,,KRV,Khoriv-Avia,KHORIV-AVIA,Ukraine,
3593,X9 KO,KHO,Khors Aircompany,AIRCOMPANY KHORS,Ukraine,
3594,,KHY,Khyber Afghan Airlines,KHYBER,Afghanistan,
3595,,UAK,Kiev Aviation Plant,AVIATION PLANT,Ukraine,
3596,,KNG,King Aviation,KING,United Kingdom,
3597,,BEZ,Kingfisher Air Services,SEA BREEZE,United States,
3598,IT,KFR,Kingfisher Airlines,KINGFISHER,India,
3599,4I,KNX,Knighthawk Air Express,KNIGHT FLIGHT,Canada,
3600,,KAS,Kingston Air Services,KINGSTON AIR,Canada,
3601,,KIP,Kinnarps,KINNARPS,Sweden,
3602,,KNS,Kinshasa Airways,KINSHASA AIRWAYS,Democratic Republic of the Congo,defunct
3603,,KTA,Kirov Air Enterprise,VYATKA-AVIA,Russia,
3604,Y9,IRK,Kish Air,KISHAIR,Iran,
3605,KR,KHA,Kitty Hawk Aircargo,AIR KITTYHAWK,United States,defunct
3606,2K,KHC,Kitty Hawk Airways,CARGO HAWK,United States,defunct
3607,KP,KIA,Kiwi International Air Lines,KIWI AIR,United States,
3608,,KRA,Kiwi Regional Airlines,REGIONAL,New Zealand,
3609,,KNA,Knight Air,KNIGHTAIR,Canada,
3610,,KHX,Knighthawk Express,RIZZ,United States,
3611,,KGT,Knights Airlines,KNIGHT-LINER,Nigeria,
3612,,KOA,Koanda Avacion,KOANDA,Spain,
3613,,OYE,Koda International,KODA AIR,Nigeria,
3614,7K,KGL,Kogalymavia Air Company,KOGALYM,Russia,
3615,,KOM,Kom Activity,COMJET,Netherlands,
3616,,KMA,Komiaviatrans State Air Enterprise,KOMI AVIA,Russia,
3617,8J,KMV,Komiinteravia,KOMIINTER,Russia,
3618,,KNM,Komsomolsk-on-Amur Air Enterprise,KNAAPO,Russia,
3619,,KOB,Koob-Corp - 96 KFT,AUTOFLEX,Hungary,
3620,KE,KAL,Korean Air,KOREANAIR,South Korea,
3621,,KMG,Kosmas Air,KOSMAS CARGO,Serbia,
3622,,KSM,Kosmos,KOSMOS,Russia,
3623,,KOS,Kosova Airlines,KOSOVA,Serbia,
3624,,WOK,Kovar Air,WOKAIR,Czech Republic,
3625,7B,KJC,Krasnojarsky Airlines,KRASNOJARSKY AIR,Russia,defunct
3626,,KFC,Kremenchuk Flight College,KREMENCHUK,Ukraine,
3627,,KRG,Krimaviamontag,AVIAMONTAG,Ukraine,
3628,,KRO,Kroonk Air Agency,KROONK,Ukraine,
3629,K9,KRI,Krylo Airlines,Krylo,Russia,
3630,,KYM,Krym,CRIMEA AIR,Ukraine,
3631,,OPC,Krystel Air Charter,OPTIC,United Kingdom,
3632,GW,KIL,Kuban Airlines,AIR KUBAN,Russia,
3633,VD,KPA,Kunpeng Airlines,KUNPENG,China,
3634,,KZA,Kurzemes Avio,,Russia,
3635,,KBV,Kustbevakningen,SWECOAST,Sweden,
3636,KU,KAC,Kuwait Airways,KUWAITI,Kuwait,
3637,GO,KZU,Kuzu Airlines Cargo,KUZU CARGO,Turkey,
3638,,QVR,Kvadro Aero,PEGASO,Kyrgyzstan,
3639,,KWN,Kwena Air,KWENA,South Africa,
3640,N5,KGZ,Kyrgyz Airlines,BERMET,Kyrgyzstan,
3641,,KTC,Kyrgyz Trans Avia,DINARA,Kyrgyzstan,
3642,QH,LYN,Kyrgyzstan,ALTYN AVIA,Kyrgyzstan,Name changed to Air Kyrgyzstan
3643,R8,KGA,Kyrgyzstan Airlines,KYRGYZ,Kyrgyzstan,
3644,,DAM,Kyrgyzstan Department of Aviation,FLIGHT RESCUE,Kyrgyzstan,under the Ministry of Emergency Situation
3645,,KGB,Kyrgz General Aviation,KEMIN,Kyrgyzstan,
3646,FK,KEW,Keewatin Air,BLIZZARD,Canada,
3647,,AOE,Livingstone Executive,LIVINGSTONE AIR,Italy,
3648,,LZF,Lease Fly,SKYLEASE,Portugal,
3649,,LBR,Lepl Project Limited (Air Costa),,India,
3650,,LHB,Liebherr Geschaeftreiseflugzeug,FAMILY,Germany,
3651,,LLD,Lloyd Aviation,,Venezuela,
3652,,LGA,Logistic Air,LOGAIR,Malaysia,
3653,,LGC,Legacy Air,LEGACY AIR,Thailand,
3654,,JKA,LeTourneau University,JACKET,United States,
3655,,LTY,Liberty Air,SKYDECK,Netherlands,
3656,,LWL,Lowlevel,CUB DRIVER,Portugal,
3657,,LAX,Laminar Air,,Spain,
3658,,LWA,Libyan Wings,LIBYAN WINGS,Libya,
3659,YQ,LCT,TAR Aerolineas,TAR,Mexico,
3660,,LAH,L A Helicopter,STAR SHIP,United States,
3661,,LJY,L J Aviation,ELJAY,United States,
3662,,LRB,L R Airlines,LADY RACINE,Czech Republic,
3663,,PHO,L&L Flygbildteknik,PHOTOFLIGHT,Sweden,
3664,,LEX,L'Express Airlines,LEX,United States,
3665,,FNT,L-3 Communications Flight International Aviation,FLIGHT INTERNATIONAL,United States,
3666,JF,LAB,L.A.B. Flying Service,LAB,United States,
3667,LR,LRC,LACSA,LACSA,Costa Rica,
3668,,LDE,LADE - Líneas Aéreas Del Estado,LADE,Argentina,
3669,KG,BNX,LAI - Línea Aérea IAACA,AIR BARINAS,Venezuela,
3670,4M,DSM,LATAM Argentina,LAN AR,Argentina,
3671,JJ,TAM,LATAM Brasil,TAM,Brazil,
3672,UC,LCO,LATAM Cargo Chile,LAN CARGO,Chile,
3673,LA,LAN,LATAM Chile,LAN CHILE,Chile,
3674,,ARE,LATAM Colombia,LAN COLOMBIA,Colombia,
3675,,LNC,LAN Dominicana,LANCANA,Dominican Republic,
3676,LU,LXP,LATAM Express,LANEX,Chile,
3677,PZ,LAP,LATAM Paraguay,PARAGUAYA,Paraguay,
3678,LP,LPE,LATAM Peru,LANPERU,Peru,
3679,NI,,LANICA,,Nicaragua,
3680,,LSA,LANSA,INTERNACIONAL,Dominican Republic,
3681,,APT,"LAP Colombia - Líneas Aéreas Petroleras, S.A.",LAP,Colombia,
3682,,LCB,LC Busre,BUSRE,Peru,
3683,L5,,Línea Aérea Cuencana,,Ecuador,
3684,LO,LOT,LOT Polish Airlines,POLLOT,Poland,"""POLLOT"" is not used in practice. ""LOT"" is used in almost all cases."
3685,,JKA,LeTourneau University,JACKET,United States,
3686,XO,LTE,LTE International Airways,FUN JET,Spain,
3687,L3,LTO,LTU Austria,BILLA TRANSPORT,Austria,
3688,LT,LTU,LTU International,LTU,Germany,
3689,,JFC,LTV Jet Fleet Corporation,JET-FLEET,United States,
3690,,LUK,LUKoil-Avia,LUKOIL,Russia,
3691,,ASK,La Ronge Aviation Services,AIR SASK,Canada,
3692,,LVT,La Valenciana Taxi Aéreo,TAXIVALENCIANA,Mexico,
3693,,SKQ,Labcorp,SKYLAB,United States,
3694,,LAL,Labrador Airways,LAB AIR,Canada,
3695,N6,JEV,Lagun Air,,Spain,
3696,,HCA,Lake Havasu Air Service,HAVASU,United States,
3697,,LKL,Lakeland Aviation,LAKELAND,United States,
3698,,LKR,Laker Airways,LAKER,United States,
3699,,LBH,Laker Airways (Bahamas),LAKER BAHAMAS,United States,
3700,,LMR,Lamra,LAMAIR,Sudan,
3701,,TCR,Lanaes Aereas Trans Costa Rica,TICOS,Costa Rica,
3702,,ISL,Landsflug,ISLANDIA,Iceland,
3703,,PAP,Langtry Flying Group,PROFLIGHT,United Kingdom,
3704,IK,LKN,Lankair,Lankair,Sri Lanka,
3705,QL,RLN,Lankan Cargo,AERO LANKA,Sri Lanka,
3706,,LZA,Lanza Air,AEROLANZA,Spain,
3707,,LZT,Lanzarote Aerocargo,BARAKA,Spain,
3708,QV,LAO,Lao Airlines,LAO,Lao People's Democratic Republic,
3709,,LKA,Lao Capricorn Air,NAKLAO,Lao People's Democratic Republic,
3710,,LLL,Lao Skyway,LAVIE,Lao People's Democratic Republic,
3711,L7,LPN,Laoag International Airlines,LAOAG AIR,Philippines,
3712,,LRD,Laredo Air,LAREDO AIR,United States,
3713,,OTN,LASTP,LASTP,São Tomé and Príncipe,
3714,,LTC,LatCharter,LATCHARTER,Latvia,defunct
3715,,LAF,Latvian Air Force,LATVIAN AIRFORCE,Latvia,
3716,NG,LDA,Lauda Air,LAUDA AIR,Austria,
3717,OE[36],LDM,LaudaMotion,LAUDA MOTION,Austria,
3718,,LDI,Lauda Air Italy,LAUDA ITALY,Italy,
3719,,LEP,Laughlin Express,LAUGHLIN EXPRESS,United States,
3720,,LSU,Laus,LAUS AIR,Croatia,
3721,,LAR,Lawrence Aviation,LAWRENCE,United States,
3722,,LAY,Layang-Layang Aerospace,LAYANG,Malaysia,
3723,,LPL,Lease-a-Plane International,LEASE-A-PLANE,United States,
3724,LQ,LAQ,Lebanese Air Transport,LAT,Lebanon,
3725,,LAT,Lebanese Air Transport (charter),LEBANESE AIR,Lebanon,
3726,,LAD,Lebanon Airport Development Corporation,LADCO-AIR,United States,
3727,,LEB,Lebap,LEBAP,Turkmenistan,
3728,,LCA,Leconte Airlines,LECONTE,United States,
3729,LI,LIA,Leeward Islands Air Transport,LIAT,Antigua and Barbuda,
3730,,LGD,Legend Airlines,LEGENDARY,United States,
3731,,LWD,Leisure Air,LEISURE WORLD,United States,
3732,,LEN,Lentini Aviation,LENTINI,United States,
3733,,LOR,Leo-Air,LEO CHARTER,South Africa,
3734,,LEL,Leonsa De Aviación,LEONAVIA,Spain,
3735,LV,LVL,Level,LEVEL,Spain and France,
3736,,LYW,Libyan Airlines,LIBYAN AIRWAYS,Libya,
3737,LN,LAA,Libyan Arab Airlines,LIBAIR,Libya,
3738,,LCR,Libyan Arab Air Cargo,LIBAC,Libya,
3739,,LIQ,Lid Air,,Sweden,
3740,,LTA,LIFT Academy,LIFT,United States,
3741,,LCG,Lignes Aeriennes Congolaises,CONGOLAISE,Democratic Republic of the Congo,
3742,,LKD,Lignes Aeriennes Du Tchad,LATCHAD,Chad,
3743,,LME,Lignes Mauritaniennes Air Express,LIMAIR EXPRESS,Mauritania,
3744,,GCB,Lignes Nationales Aeriennes - Linacongo,LINACONGO,Republic of the Congo,
3745,,GDQ,Lincoln Air National Guard,,United States,
3746,,LRT,Lincoln Airlines,,Australia,
3747,,LSY,Lindsay Aviation,LINDSAY AIR,United States,
3748,,NOT,Línea Aérea Costa Norte,COSTA NORTE,Chile,
3749,,LMC,Línea Aérea Mexicana de Carga,LINEAS DECARGA,Mexico,
3750,L7,LNP,Línea Aérea SAPSA,SAPSA,Chile,
3751,,NEG,Línea Aérea de Fumig Aguas Negras,AGUAS NEGRAS,Chile,
3752,QL,LER,Línea Aérea de Servicio Ejecutivo Regional,LASER,Venezuela,
3753,,LSE,Línea De Aeroservicios,,Chile,
3754,,TUY,Línea Turística Aereotuy,AEREOTUY,Venezuela,
3755,,ALR,Líneas Aéreas Alaire S.L.,AEROLAIRE,Spain,
3756,ZE,LCD,Líneas Aéreas Azteca,LINEAS AZTECA,Mexico,defunct
3757,,LCN,Líneas Aéreas Canedo LAC,CANEDO,Bolivia,
3758,,LCM,Líneas Aéreas Comerciales,LINEAS COMERCIALES,Mexico,
3759,,EDD,Líneas Aéreas Ejectuivas De Durango,LINEAS DURANGO,Mexico,
3760,,EDR,Líneas Aéreas Eldorado,ELDORADRO,Colombia,
3761,,FED,Líneas Aéreas Federales,FEDERALES,Argentina,
3762,,LMN,Líneas Aéreas Monarca,LINEAS MONARCA,Mexico,
3763,,LIJ,Líneas Aéreas San Jose,LINEAS JOSE,Mexico,
3764,,UMA,Líneas Aéreas del Humaya,HUMAYA,Mexico,
3765,,LEC,Linex,LECA,Central African Republic,
3766,,SMS,Linhas Aéreas Santomenses,SANTOMENSES,São Tomé and Príncipe,
3767,TM,LAM,Linhas Aéreas de Moçambique,MOZAMBIQUE,Mozambique,
3768,,LAW,Link Airways of Australia,,Australia,
3769,,WGT,Volkswagen AirService GmbH,WORLDGATE,United Kingdom,
3770,JT,LNI,Lion Air,LION INTER,Indonesia,
3771,,LEU,Lions-Air,LIONSAIR,Switzerland,
3772,,LYF,Lithuanian Air Force,LITHUANIAN AIRFORCE,Lithuania,safety department
3773,,LRA,Little Red Air Service,LITTLE RED,Canada,
3774,LM,LVG,Livingston Energy Flight,LIVINGSTON,Italy,Ceased operations 2010
3775,LB,LLB,Lloyd Aéreo Boliviano,LLOYDAEREO,Bolivia,
3776,,LNA,Lnair Air Services,ELNAIR,Spain,
3777,,XLG,Lockheed Air Terminal,,United States,
3778,,LAC,Lockeed Aircraft Corporation,LOCKHEED,United States,
3779,,XDD,Lockheed DUATS,,United States,
3780,,CBD,Lockheed Martin Aeronautics,CATBIRD,United States,
3781,,LNG,Lockheed Martin Aeronautics Company,LIGHTNING,United States,
3782,LM,LOG,Loganair,LOGAN,United Kingdom,Gained the code LM after beginning independent operations (2017)
3783,,CLV,Lom Praha Flying School,AEROTRAINING,Czech Republic,
3784,,LMS,Lomas Helicopters,LOMAS,United Kingdom,
3785,,LCY,London City Airport Jet Centre,LONDON CITY,United Kingdom,
3786,,LNX,London Executive Aviation,LONEX,United Kingdom,
3787,,LOV,London Flight Centre (Stansted),LOVEAIR,United Kingdom,
3788,,LHC,London Helicopter Centres,MUSTANG,United Kingdom,
3789,,LSS,Lone Star Airlines,LONE STAR,United States,
3790,,ORA,Long Island Airlines,LONG ISLAND,United States,
3791,,LGT,Longtail Aviation,LONGTAIL,Bermuda,
3792,GJ,CDC,Loong Air,LOONG AIR,China,
3793,,LRR,Lorraine Aviation,LORRAINE,France,
3794,,LSC,Los Cedros Aviación,CEDROS,Chile,
